mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_centroid_mean,spectral_centroid_std,zero_crossing_rate_mean,zero_crossing_rate_std,track_id,genre,file_path
-185.0536346435547,167.96865844726562,62.59352493286133,23.91571617126465,-6.168306827545166,14.61905574798584,-10.771834373474121,8.897177696228027,-2.2721378803253174,6.439038276672363,0.9525282382965088,6.79004430770874,-5.384735584259033,6.619614124298096,-2.595698833465576,6.792135715484619,-2.2448348999023438,6.03195333480835,-2.686302900314331,5.167280197143555,-6.419013500213623,7.008686065673828,-1.652604103088379,5.138665676116943,-5.60791015625,6.472214221954346,3422.571085123576,693.3948216594853,0.19373878272804054,0.06335013199278812,1,Rock,data\raw\audio\test_audio.wav
